100	0.25
10100	24.55
20100	49.61
30100	73.43
40100	97.68
50100	122.23
60100	145.76
70100	193.09
80100	208.25
90100	225.54
100100	254.67
110100	268.51
120100	292.89
130100	320.62
140100	338.42
150100	364.45
160100	388.71
170100	413.73
180100	439.68
190100	461.82
200100	489.79
210100	511.26
220100	545.16
230100	561.37
240100	615.77
250100	610.07
260100	653.39
270100	662.6
280100	689.74
290100	713.44
300100	731.65
310100	753.81
320100	786.59
330100	803.66
340100	844.08
350100	856.49
360100	893.19
370100	898.05
380100	945.59
390100	953
400100	991.82
410100	1017.68
420100	1031.25
430100	1070.41
440100	1077.42
450100	1110.06
460100	1139.91
470100	1173.11
480100	1189.42
490100	1196.72
500100	1234.51
510100	1249.36
520100	1280.05
530100	1308.48
540100	1342.88
550100	1343.07
560100	1368.28
570100	1401.49
580100	1429.18
590100	1437.63
600100	1493.84
610100	1503.84
620100	1522.94
630100	1543.38
640100	1580.82
650100	1597.11
660100	1638.48
670100	1651.33
680100	1685.35
690100	1680.45
700100	1724.4
710100	1732.26
720100	1785.95
730100	1818.16
740100	1812.18
750100	1846.14
760100	1863.11
770100	1932.29
780100	1900.85
790100	1927.69
800100	1951.17
810100	2017.01
820100	2025.8
830100	2039.58
840100	2056.78
850100	2093.74
860100	2103.7
870100	2153.26
880100	2158.16
890100	2176.02
900100	2203.24
910100	2229.61
920100	2266.98
930100	2290
940100	2294.88
950100	2316.88
960100	2370.78
970100	2358.34
980100	2418.36
990100	2437.27
