100	0.22
10100	108.31
20100	67.48
30100	66.63
40100	86.56
50100	107.76
60100	129.31
70100	150.88
80100	173.11
90100	194.37
100100	215.41
110100	237.07
120100	263.15
130100	280.53
140100	301.95
150100	325
160100	353.46
170100	366.59
180100	390.78
190100	413.12
200100	442.29
210100	468.44
220100	482.77
230100	540.17
240100	519.11
250100	540.06
260100	572.81
270100	590.79
280100	618.75
290100	633.33
300100	653.66
310100	681.78
320100	702.69
330100	716.68
340100	737.04
350100	774.16
360100	800.56
370100	799.02
380100	820.79
390100	849.61
400100	877.67
410100	899.99
420100	919.37
430100	934.47
440100	1066.12
450100	1057.89
460100	997.74
470100	1015.71
480100	1036.68
490100	1061.33
500100	1089.4
510100	1101.75
520100	1125.82
530100	1260.82
540100	1419.24
550100	1203.27
560100	1247.85
570100	1708.66
580100	1429.29
590100	1540.67
600100	1345.71
610100	1357.58
620100	1381.84
630100	1394.51
640100	1417.6
650100	1566.49
660100	1487.19
670100	1649.64
680100	1536.87
690100	1518.16
700100	2710.44
710100	1944.07
720100	1612.28
730100	1647.41
740100	1685.58
750100	1698.87
760100	1718.71
770100	1712.5
780100	1941.35
790100	1755.25
800100	1771.55
810100	1812.21
820100	1842.62
830100	1934.54
840100	1868.51
850100	1897.38
860100	1926.93
870100	2098.9
880100	1945.22
890100	1972.99
900100	1998.63
910100	2303.13
920100	2191.56
930100	2072.47
940100	2100.96
950100	2152.58
960100	2146.68
970100	2274.69
980100	2459.46
990100	2186.98
