100	5
10100	15
20100	33
30100	20
40100	41
50100	72
60100	68
70100	91
80100	36
90100	148
100100	96
110100	9
120100	98
130100	167
140100	308
150100	187
160100	83
170100	98
180100	366
190100	316
200100	437
210100	72
220100	351
230100	16
240100	497
250100	505
260100	420
270100	307
280100	407
290100	509
300100	480
310100	270
320100	620
330100	303
340100	206
350100	611
360100	376
370100	640
380100	268
390100	500
400100	305
410100	148
420100	744
430100	35
440100	520
450100	144
460100	653
470100	853
480100	588
490100	723
500100	1072
510100	476
520100	1009
530100	181
540100	260
550100	1160
560100	321
570100	83
580100	376
590100	1172
600100	956
610100	1080
620100	61
630100	525
640100	1069
650100	232
660100	744
670100	1133
680100	1352
690100	1335
700100	1047
710100	346
720100	779
730100	753
740100	232
750100	724
760100	621
770100	1528
780100	23
790100	1160
800100	1511
810100	1039
820100	1385
830100	824
840100	1117
850100	333
860100	421
870100	1260
880100	844
890100	1256
900100	461
910100	358
920100	971
930100	211
940100	129
950100	707
960100	1902
970100	1715
980100	2114
990100	881
