100	0.24
10100	12.44
20100	22.39
30100	32.66
40100	45.84
50100	52.62
60100	63.24
70100	75.48
80100	93.5
90100	265.17
100100	108.22
110100	121.26
120100	119.51
130100	147.25
140100	155.65
150100	162.72
160100	175.71
170100	193.27
180100	193.37
190100	212.76
200100	216.8
210100	243.65
220100	223.96
230100	245.17
240100	266.18
250100	280.34
260100	284.93
270100	291.77
280100	310.37
290100	328.66
300100	322.4
310100	365.72
320100	412.69
330100	364.61
340100	360.91
350100	370.74
360100	413.37
370100	403.37
380100	424.18
390100	425.8
400100	423.07
410100	404.79
420100	484.75
430100	543.01
440100	488.29
450100	488.02
460100	525.44
470100	522.8
480100	510.17
490100	443.49
500100	543.13
510100	528.66
520100	545.49
530100	593.14
540100	603.3
550100	632.68
560100	555.27
570100	641.15
580100	644.63
590100	667.91
600100	586.34
610100	681.07
620100	645.18
630100	779.19
640100	716.76
650100	681.26
660100	705.85
670100	738.6
680100	827.84
690100	768.66
700100	726.35
710100	812.47
720100	789.18
730100	797.15
740100	807.86
750100	817
760100	834.18
770100	929.72
780100	819.87
790100	861.51
800100	822.39
810100	836.78
820100	900.61
830100	918.12
840100	853.56
850100	808.7
860100	964.37
870100	868.37
880100	995
890100	1034.5
900100	841.48
910100	957.14
920100	923.43
930100	959.37
940100	1113.49
950100	1107.12
960100	1128.16
970100	1095.53
980100	1087.22
990100	1063.05
